1859083, 185988800
1859083, 186110000
1859083, 186194600
1859083, 186261100
1859083, 186270300
1859083, 186323400
1859083, 186392100
1859083, 186412000
1859083, 186466600
1859083, 186581700
1859083, 186635100
1859083, 186708200
1859083, 186861500
1859083, 187031900
1859083, 187252200
1859083, 187291100
1859083, 187566000
1859083, 187624400
1859083, 187631900
1859083, 187638800
1859083, 187734500
1859083, 187810500
1859083, 187899200
1859083, 187932200
1859083, 188129400
1859083, 188142400
1859083, 188178400
1859083, 188384100
1859083, 188445900
1859083, 188632200
1859083, 188854700
1859083, 188861800
1859083, 189162000
1859083, 189214400
1859083, 189401500
1859083, 189481600
1859083, 189540200
1859083, 189552900
1859083, 189576900
1859083, 189717300
1859083, 189868500
1859083, 189881700
1859083, 189899700
1859083, 190017000
1859083, 190159700
1859083, 190176500
1859083, 190293900
1859083, 190425100
1859083, 190463600
1859083, 190466700
1859083, 190512900
1859083, 190793500
1859083, 190839900
1859083, 191132000
1859083, 191238700
1859083, 191749400
1859083, 191962900
1859083, 191974000
1859083, 192051000
1859083, 192534600
1859083, 192801200
1859083, 193050100
1859083, 193057200
1859083, 193342700
1859083, 193725800
1859083, 193824000
1859083, 193986000
1859083, 194002900
1859083, 194086200
1859083, 194266200
1859083, 194391500
1859083, 194414600
1859083, 194622600
1859083, 194750500
1859083, 194831000
1859083, 194882300
1859083, 195107000
1859083, 195423300
1859083, 195608300
1859083, 195637400
1859083, 195756000
1859083, 195843700
1859083, 195924200
1859083, 195955500
1859083, 196317700
1859083, 196407800
1859083, 196463500
1859083, 196809200
1859083, 197009600
1859083, 197010900
1859083, 197096800
1859083, 197150900
1859083, 197184700
1859083, 197296000
1859083, 197377800
1859083, 197412300
1859083, 197490000
1859083, 197606600
1859083, 197692600
1859083, 197735700
1859083, 197869700
1859083, 197938700
1859083, 198019900
1859083, 198089300
1859083, 198116400
1859083, 198189800
1859083, 198715500
1859083, 198733900
1859083, 199019900
1859083, 199075300
1859083, 199127100
1859083, 199211200
1859083, 199254400
1859083, 199263500
1859083, 199272900
1859083, 199321200
1859083, 199601600
1859083, 199650700
1859083, 199691500
1444310, 144433700
1444310, 144469200
1444310, 144490200
1444310, 144569500
1444310, 144916600
1444310, 145091300
1444310, 145094100
1444310, 145096200
1444310, 145141200
1444310, 145391400
1444310, 145446200
1444310, 145572600
1444310, 145651900
1444310, 145707800
1444310, 145820300
1444310, 145942100
1444310, 146293000
1444310, 146490500
1444310, 146734200
1444310, 146751100
1444310, 147066900
1444310, 147150700
1444310, 147163100
1444310, 147225000
1444310, 147413100
1444310, 147432200
1444310, 147601900
1444310, 147703400
1444310, 147724100
1444310, 147761100
1444310, 147900300
1444310, 147914400
1444310, 148037900
1444310, 148291900
1444310, 148333000
1444310, 148366700
1444310, 148396300
1444310, 148747800
1444310, 148989500
1444310, 149033500
1444310, 149036200
1444310, 149399700
1444310, 149701700
1444310, 150021300
1444310, 150038000
1444310, 150072400
1444310, 150226600
1444310, 150257900
1444310, 150316900
1444310, 150810700
1444310, 151165400
1444310, 151193600
1444310, 151341100
1444310, 151721100
1444310, 151752500
1444310, 151845900
1444310, 151941700
1444310, 152238300
1444310, 152352800
1444310, 152423500
1444310, 152607800
1444310, 152838500
1444310, 153081300
1444310, 153171400
1444310, 153210700
1444310, 153252600
1444310, 153293100
1444310, 153373500
1444310, 153519500
1444310, 153685000
1444310, 153695300
1444310, 153814200
1444310, 153980200
1444310, 154009900
1444310, 154136600
1444310, 154157500
1444310, 154163700
1444310, 154190700
1444310, 154201900
1444310, 154292400
1444310, 154362000
1444310, 154363100
1444310, 154458400
1444310, 154705600
1444310, 154759800
1444310, 154871600
1444310, 154942800
1444310, 154968400
1444310, 154996300
1444310, 154998200
1444310, 155050600
1444310, 155066700
1444310, 155094800
1444310, 155121200
1444310, 155142900
1444310, 155405700
1444310, 155592300
1444310, 155605700
1444310, 155614000
1444310, 155728700
1444310, 156003400
1444310, 156042100
1444310, 156150100
1444310, 156220400
1444310, 156235900
1444310, 156325400
1444310, 156345400
1444310, 156358000
1444310, 156479200
1444310, 156544100
1444310, 156599100
1444310, 156729900
1444310, 156795900
1444310, 156894800
1444310, 156986700
1444310, 157169700
1444310, 157205500
1444310, 157207100
1444310, 157283100
1444310, 157318100
1444310, 157379800
1444310, 157506900
1444310, 157546800
1444310, 157564900
1444310, 157594000
1444310, 157667700
1444310, 157949200
1444310, 157959600
1444310, 158021800
1444310, 158100700
1444310, 158107500
1444310, 158257000
1444310, 158265300
1444310, 158515400
1444310, 158527100
1444310, 158548600
1444310, 158596700
1444310, 158757200
1444310, 158770700
1444310, 158771400
1444310, 158772700
1444310, 158861500
1444310, 158897100
1444310, 158905200
1444310, 158971500
1444310, 158977900
1444310, 158979000
1444310, 158991500
1444310, 159092100
1444310, 159107600
1444310, 159250100
1444310, 159436600
1444310, 159474300
1444310, 159497000
1444310, 159589400
1444310, 159724900
1444310, 159838400
1444310, 159985100
1444310, 160228800
1444310, 160285200
1444310, 160301500
1444310, 160482500
1444310, 160746700
1444310, 160775600
1444310, 161166800
1444310, 161255900
1444310, 161373400
